"","review_doi","type","id","compID","subID","name","group_label_1","group_label_2","graph_label_1","graph_label_2","chi2","ci_end","ci_start","ci_study","ci_total","df","effect_measure","effect_size","estimable","i2","i2_q","method","no","p_chi2","p_q","p_z","q","random","scale","sort_by","studies","subgroups","subgroup_test","swap_events","tau2","total_1","total_2","totals","weight","z","study_id","study_year","study_ci_end","study_ci_start","study_effect_size","study_estimable","study_order","study_se","study_total_1","study_total_2","study_var","study_weight","study_mean_1","study_mean_2","study_sd_1","study_sd_2","subgroup_type","subgroup_name","subgroup_chi2","subgroup_ci_end","subgroup_ci_start","subgroup_df","subgroup_effect_size","subgroup_estimable","subgroup_i2","subgroup_id","subgroup_no","subgroup_p_chi2","subgroup_p_z","subgroup_studies","subgroup_tau2","subgroup_total_1","subgroup_total_2","subgroup_weight","subgroup_z","sample_size_per_group","date","meta.table.size","review_year","review_topic","review_title","review_keywords"
"11","10.1002/14651858.CD000013.pub2","CONT","CMP-001.18",1,18,"Umbilical cord arterial pH","Amnioinfusion","Control","Amnioinfusion","Control",35.0597458062614,0.0429754836387441,0.021989670744047,95,95,5,"MD",0.0324825771913955,"YES",85.738630201058,0,"",18,1.46391294497672e-06,0.923102362561656,1.29995900541498e-09,0.00931738130981853,"NO",10,"STUDY",7,"YES","YES","",0,455,400,"YES",100,6.06740198624994,"STD-Owen-1990",1990,0.0160838280336527,-0.0360838280336523,-0.00999999999999979,"YES",338,0.013308320070878,43,57,0.000177111383108935,16.1826240546288,7.24,7.25,0.07,0.06,"CONT","Mixed or other indications",31.2351823473216,0.0475963485374192,0.0183705657983778,2,0.0329834571678985,"YES",93.5969639051219,"CMP-001.18.02",2,1.64956456161214e-07,9.69220616107735e-06,3,0,172,189,51.5607576007948,4.42392860522721,427.5,"1990-07-15",6,2012,"[Pregnancy and Childbirth]","Amnioinfusion for potential or suspected umbilical cord compression in labour","*Heart Rate, Fetal; *Umbilical Cord; Amnion; Cesarean Section [statistics & numerical data]; Constriction, Pathologic [therapy]; Endometritis [prevention & control]; Female; Fetal Distress [*therapy]; Humans; Injections [methods]; Meconium; Oligohydramnios [*therapy]; Pregnancy; Randomized Controlled Trials as Topic"
"12","10.1002/14651858.CD000033.pub2","CONT","CMP-001.30",1,30,"Total cholesterol (mmol/l)","UDCA","Control","UDCA","Control",9.93289666433672,-0.522666784252124,-1.04197028771094,95,95,8,"MD",-0.782318535981534,"YES",19.4595466927249,0,"",30,0.269767404858429,1,3.52049465930658e-09,0,"NO",10,"STUDY",9,"NO","YES","",0,365,347,"YES",100,5.90527945507498,"STD-Heathcote-1994",1994,-0.393228523994602,-2.2067714760054,-1.3,"YES",399,0.462647009413385,50,47,0.214042255319149,8.19948948639902,5.6,6.9,1.63,2.75,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,356,"1994-07-15",9,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"13","10.1002/14651858.CD000033.pub2","CONT","CMP-001.24",1,24,"Serum bilirubin (µmol/l)","UDCA","Control","UDCA","Control",6.72567574052383,-3.47842406850458,-13.9038415120741,95,95,8,"MD",-8.69113279028932,"YES",0,0,"",24,0.566498738356477,1,0.00108370937233241,0,"NO",100,"STUDY",9,"NO","YES","",0,452,429,"YES",100,3.26784176192947,"STD-Papatheodoridis-2002",2002,13.5326510289782,-14.9326510289782,-0.700000000000003,"YES",72,7.2616900826972,28,28,52.7321428571429,13.4139077035151,32.5,33.2,20.5,32.5,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,440.5,"2002-07-15",9,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"14","10.1002/14651858.CD000033.pub2","CONT","CMP-001.15",1,15,"Pruitus score","UDCA","Control","UDCA","Control",1.68868041848342,0.117920584133254,-0.325557033840842,95,95,2,"SMD",-0.103818224853794,"YES",0,0,"",15,0.429841151664286,1,0.358798922268693,0,"NO",1,"STUDY",3,"NO","YES","",0,160,154,"YES",100,0.917656149511485,"STD-Turner-1994",1994,0.762249689668481,-0.583037452025738,0.0896061188213715,"YES",51,0.343191801560047,17,17,0.117780612658031,10.867094154933,76.6,74.2,25.9,26.4,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,157,"1994-07-15",3,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"15","10.1002/14651858.CD000033.pub2","CONT","CMP-001.24",1,24,"Serum bilirubin (µmol/l)","UDCA","Control","UDCA","Control",6.72567574052383,-3.47842406850458,-13.9038415120741,95,95,8,"MD",-8.69113279028932,"YES",0,0,"",24,0.566498738356477,1,0.00108370937233241,0,"NO",100,"STUDY",9,"NO","YES","",0,452,429,"YES",100,3.26784176192947,"STD-Heathcote-1994",1994,9.78216889407222,-17.7821688940722,-4,"YES",577,7.03184803536402,106,106,49.4468867924528,14.3051290622861,33.2,37.2,41.1,59.6,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,440.5,"1994-07-15",9,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"16","10.1002/14651858.CD000033.pub2","CONT","CMP-001.29",1,29,"Serum albumin (g/l)","UDCA","Control","UDCA","Control",1.26293364337277,1.12708114991722,-0.445902998182454,95,95,3,"MD",0.340589075867382,"YES",0,0,"",29,0.737953188586369,1,0.396015349206946,0,"NO",4,"STUDY",4,"NO","YES","",0,235,222,"YES",100,0.848759121996632,"STD-Pares-2000",2000,1.53075349656565,-1.53075349656565,0,"YES",98,0.781011033182264,99,93,0.609978233952427,26.3984349644858,40.3,40.3,4.97,5.79,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,228.5,"2000-07-15",4,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"17","10.1002/14651858.CD000033.pub2","CONT","CMP-001.29",1,29,"Serum albumin (g/l)","UDCA","Control","UDCA","Control",1.26293364337277,1.12708114991722,-0.445902998182454,95,95,3,"MD",0.340589075867382,"YES",0,0,"",29,0.737953188586369,1,0.396015349206946,0,"NO",4,"STUDY",4,"NO","YES","",0,235,222,"YES",100,0.848759121996632,"STD-Vuoristo-1995",1995,1.59210513207047,-0.792105132070456,0.400000000000006,"YES",433,0.608228080451291,30,31,0.369941397849462,43.5270851879559,35.7,35.3,0.55,3.34,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,228.5,"1995-07-15",4,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"18","10.1002/14651858.CD000033.pub2","CONT","CMP-001.24",1,24,"Serum bilirubin (µmol/l)","UDCA","Control","UDCA","Control",6.72567574052383,-3.47842406850458,-13.9038415120741,95,95,8,"MD",-8.69113279028932,"YES",0,0,"",24,0.566498738356477,1,0.00108370937233241,0,"NO",100,"STUDY",9,"NO","YES","",0,452,429,"YES",100,3.26784176192947,"STD-Hwang-1993",1993,9.39233077834228,-100.592330778342,-45.6,"YES",76,28.0578271907621,6,6,787.241666666667,0.898509475863137,33.2,78.8,22.9,64.8,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,440.5,"1993-07-15",9,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"19","10.1002/14651858.CD000033.pub2","CONT","CMP-001.15",1,15,"Pruitus score","UDCA","Control","UDCA","Control",1.68868041848342,0.117920584133254,-0.325557033840842,95,95,2,"SMD",-0.103818224853794,"YES",0,0,"",15,0.429841151664286,1,0.358798922268693,0,"NO",1,"STUDY",3,"NO","YES","",0,160,154,"YES",100,0.917656149511485,"STD-Pares-2000",2000,0.0625733833240707,-0.505261130359644,-0.221343873517786,"YES",49,0.144858405093849,99,93,0.0209839575263336,60.9957871757165,1.5,1.7,0.9,0.9,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,157,"2000-07-15",3,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"20","10.1002/14651858.CD000033.pub2","CONT","CMP-001.30",1,30,"Total cholesterol (mmol/l)","UDCA","Control","UDCA","Control",9.93289666433672,-0.522666784252124,-1.04197028771094,95,95,8,"MD",-0.782318535981534,"YES",19.4595466927249,0,"",30,0.269767404858429,1,3.52049465930658e-09,0,"NO",10,"STUDY",9,"NO","YES","",0,365,347,"YES",100,5.90527945507498,"STD-Battezzati-1993",1993,0.96263349378612,-0.84263349378612,0.0599999999999996,"YES",102,0.460535755200594,44,44,0.212093181818182,8.27484036539662,6.81,6.75,2.4,1.89,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,356,"1993-07-15",9,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"21","10.1002/14651858.CD000033.pub2","CONT","CMP-001.24",1,24,"Serum bilirubin (µmol/l)","UDCA","Control","UDCA","Control",6.72567574052383,-3.47842406850458,-13.9038415120741,95,95,8,"MD",-8.69113279028932,"YES",0,0,"",24,0.566498738356477,1,0.00108370937233241,0,"NO",100,"STUDY",9,"NO","YES","",0,452,429,"YES",100,3.26784176192947,"STD-Pares-2000",2000,0.185771399118805,-23.9857713991188,-11.9,"YES",73,6.16632320514552,99,93,38.0235418703161,18.6027934932199,24,35.9,34,49.5,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,440.5,"2000-07-15",9,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
"22","10.1002/14651858.CD000033.pub2","CONT","CMP-001.28",1,28,"Serum alanine aminotransferase (IU/l)","UDCA","Control","UDCA better","Control better",10.3498963585375,-26.3258489100918,-43.0421126622224,95,95,7,"MD",-34.6839807861571,"YES",32.3664724987728,0,"",28,0.169597017253734,1,4.17693402365087e-16,0,"NO",100,"STUDY",8,"NO","YES","",0,363,349,"YES",100,8.13331904657016,"STD-Hwang-1993",1993,111.750373923274,-395.750373923274,-142,"YES",96,129.466855475317,6,6,16761.6666666667,0.108493833984726,75,217,51,313,"","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,356,"1993-07-15",8,2012,"[Injuries]","Barbiturates for acute traumatic brain injury","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk"
